day,fills,pnl_TOMATOES,pos_TOMATOES,timestamp
-1,0,142.0,-10,25000
-1,0,142.0,-10,25100
-1,0,137.0,-10,25200
-1,0,137.0,-10,25300
-1,0,132.0,-10,25400
-1,0,132.0,-10,25500
-1,0,132.0,-10,25600
-1,0,132.0,-10,25700
-1,0,132.0,-10,25800
-1,0,137.0,-10,25900
-1,0,142.0,-10,26000
-1,0,142.0,-10,26100
-1,0,142.0,-10,26200
-1,0,152.0,-10,26300
-1,0,147.0,-10,26400
-1,0,147.0,-10,26500
-1,0,152.0,-10,26600
-1,0,142.0,-10,26700
-1,1,162.0,-4,26800
-1,0,150.0,-4,26900
-1,0,148.0,-4,27000
-1,0,146.0,-4,27100
-1,0,148.0,-4,27200
-1,0,148.0,-4,27300
-1,0,134.0,-4,27400
-1,0,150.0,-4,27500
-1,0,152.0,-4,27600
-1,0,152.0,-4,27700
-1,0,152.0,-4,27800
-1,0,154.0,-4,27900
-1,0,154.0,-4,28000
-1,0,154.0,-4,28100
-1,0,152.0,-4,28200
-1,0,152.0,-4,28300
-1,0,156.0,-4,28400
-1,0,156.0,-4,28500
-1,0,156.0,-4,28600
-1,0,154.0,-4,28700
-1,0,154.0,-4,28800
-1,1,122.0,-10,28900
-1,0,162.0,-10,29000
-1,0,172.0,-10,29100
-1,0,162.0,-10,29200
-1,0,167.0,-10,29300
-1,0,167.0,-10,29400
-1,0,177.0,-10,29500
-1,0,182.0,-10,29600
-1,0,187.0,-10,29700
-1,0,192.0,-10,29800
-1,0,192.0,-10,29900
-1,1,219.5,-3,30000
-1,0,209.0,-3,30100
-1,0,207.5,-3,30200
-1,0,207.5,-3,30300
-1,0,201.5,-3,30400
-1,0,209.0,-3,30500
-1,0,206.0,-3,30600
-1,0,206.0,-3,30700
-1,0,206.0,-3,30800
-1,0,209.0,-3,30900
-1,0,198.5,-3,31000
-1,0,203.0,-3,31100
-1,0,204.5,-3,31200
-1,0,206.0,-3,31300
-1,0,204.5,-3,31400
-1,0,206.0,-3,31500
-1,0,206.0,-3,31600
-1,0,206.0,-3,31700
-1,0,198.5,-3,31800
-1,0,207.5,-3,31900
-1,0,206.0,-3,32000
-1,0,204.5,-3,32100
-1,0,204.5,-3,32200
-1,0,204.5,-3,32300
-1,0,204.5,-3,32400
-1,0,203.0,-3,32500
-1,0,201.5,-3,32600
-1,0,203.0,-3,32700
-1,0,201.5,-3,32800
-1,0,201.5,-3,32900
-1,0,200.0,-3,33000
-1,0,203.0,-3,33100
-1,1,196.5,5,33200
-1,0,216.5,5,33300
-1,0,221.5,5,33400
-1,0,221.5,5,33500
-1,0,219.0,5,33600
-1,0,216.5,5,33700
-1,0,219.0,5,33800
-1,0,219.0,5,33900
-1,0,221.5,5,34000
-1,0,216.5,5,34100
-1,0,214.0,5,34200
-1,0,214.0,5,34300
-1,0,216.5,5,34400
-1,0,216.5,5,34500
-1,0,216.5,5,34600
-1,0,219.0,5,34700
-1,0,224.0,5,34800
-1,0,221.5,5,34900
-1,0,224.0,5,35000
-1,0,229.0,5,35100
-1,0,229.0,5,35200
-1,0,229.0,5,35300
-1,0,231.5,5,35400
-1,0,231.5,5,35500
-1,0,231.5,5,35600
-1,0,231.5,5,35700
-1,0,229.0,5,35800
-1,0,231.5,5,35900
-1,0,229.0,5,36000
-1,0,229.0,5,36100
-1,0,229.0,5,36200
-1,0,231.5,5,36300
-1,0,229.0,5,36400
-1,0,229.0,5,36500
-1,0,224.0,5,36600
-1,0,221.5,5,36700
-1,0,221.5,5,36800
-1,0,224.0,5,36900
-1,0,221.5,5,37000
-1,0,221.5,5,37100
-1,0,221.5,5,37200
-1,0,221.5,5,37300
-1,0,221.5,5,37400
-1,0,224.0,5,37500
-1,0,221.5,5,37600
-1,0,221.5,5,37700
-1,0,216.5,5,37800
-1,0,216.5,5,37900
-1,0,214.0,5,38000
-1,0,209.0,5,38100
-1,0,206.5,5,38200
-1,0,206.5,5,38300
-1,0,194.0,5,38400
-1,0,204.0,5,38500
-1,0,201.5,5,38600
-1,0,201.5,5,38700
-1,0,201.5,5,38800
-1,0,201.5,5,38900
-1,0,199.0,5,39000
-1,0,196.5,5,39100
-1,0,196.5,5,39200
-1,0,191.5,5,39300
-1,0,189.0,5,39400
-1,0,189.0,5,39500
-1,0,186.5,5,39600
-1,0,186.5,5,39700
-1,0,186.5,5,39800
-1,0,191.5,5,39900
-1,0,191.5,5,40000
-1,0,184.0,5,40100
-1,0,184.0,5,40200
-1,0,186.5,5,40300
-1,0,184.0,5,40400
-1,0,181.5,5,40500
-1,0,179.0,5,40600
-1,0,181.5,5,40700
-1,0,181.5,5,40800
-1,0,181.5,5,40900
-1,0,184.0,5,41000
-1,0,186.5,5,41100
-1,0,186.5,5,41200
-1,0,186.5,5,41300
-1,0,169.0,5,41400
-1,0,186.5,5,41500
-1,0,181.5,5,41600
-1,0,199.0,5,41700
-1,0,186.5,5,41800
-1,0,186.5,5,41900
-1,0,184.0,5,42000
-1,0,184.0,5,42100
-1,0,179.0,5,42200
-1,0,176.5,5,42300
-1,0,176.5,5,42400
-1,0,174.0,5,42500
-1,0,171.5,5,42600
-1,0,176.5,5,42700
-1,0,176.5,5,42800
-1,0,176.5,5,42900
-1,0,174.0,5,43000
-1,0,174.0,5,43100
-1,0,176.5,5,43200
-1,0,174.0,5,43300
-1,0,176.5,5,43400
-1,0,196.5,5,43500
-1,0,176.5,5,43600
-1,0,176.5,5,43700
-1,0,176.5,5,43800
-1,0,174.0,5,43900
-1,0,176.5,5,44000
-1,0,176.5,5,44100
-1,0,184.0,5,44200
-1,0,186.5,5,44300
-1,0,189.0,5,44400
-1,0,186.5,5,44500
-1,0,186.5,5,44600
-1,0,186.5,5,44700
-1,0,186.5,5,44800
-1,0,181.5,5,44900
-1,0,176.5,5,45000
-1,0,179.0,5,45100
-1,0,176.5,5,45200
-1,0,179.0,5,45300
-1,0,176.5,5,45400
-1,0,161.5,5,45500
-1,0,194.0,5,45600
-1,0,181.5,5,45700
-1,0,179.0,5,45800
-1,0,179.0,5,45900
-1,0,181.5,5,46000
-1,0,179.0,5,46100
-1,0,176.5,5,46200
-1,0,179.0,5,46300
-1,0,179.0,5,46400
-1,0,194.0,5,46500
-1,1,132.0,14,46600
-1,0,181.0,14,46700
-1,0,195.0,14,46800
-1,0,202.0,14,46900
-1,0,202.0,14,47000
-1,0,195.0,14,47100
-1,0,202.0,14,47200
-1,0,195.0,14,47300
-1,0,202.0,14,47400
-1,0,195.0,14,47500
-1,0,195.0,14,47600
-1,0,202.0,14,47700
-1,0,209.0,14,47800
-1,0,209.0,14,47900
-1,0,209.0,14,48000
-1,0,209.0,14,48100
-1,0,209.0,14,48200
-1,0,181.0,14,48300
-1,0,216.0,14,48400
-1,0,230.0,14,48500
-1,0,251.0,14,48600
-1,0,258.0,14,48700
-1,0,265.0,14,48800
-1,0,272.0,14,48900
-1,0,272.0,14,49000
-1,0,279.0,14,49100
-1,0,279.0,14,49200
-1,0,279.0,14,49300
-1,0,272.0,14,49400
-1,0,258.0,14,49500
-1,0,265.0,14,49600
-1,0,272.0,14,49700
-1,0,286.0,14,49800
-1,0,279.0,14,49900
-1,0,265.0,14,50000
-1,0,265.0,14,50100
-1,0,251.0,14,50200
-1,0,244.0,14,50300
-1,0,195.0,14,50400
-1,0,237.0,14,50500
-1,0,223.0,14,50600
-1,0,230.0,14,50700
-1,0,230.0,14,50800
-1,0,237.0,14,50900
-1,0,244.0,14,51000
-1,0,244.0,14,51100
-1,0,237.0,14,51200
-1,0,244.0,14,51300
-1,0,244.0,14,51400
-1,0,258.0,14,51500
-1,0,286.0,14,51600
-1,0,251.0,14,51700
-1,0,251.0,14,51800
-1,0,244.0,14,51900
-1,0,251.0,14,52000
-1,0,244.0,14,52100
-1,0,237.0,14,52200
-1,0,237.0,14,52300
-1,0,237.0,14,52400
-1,0,230.0,14,52500
-1,0,195.0,14,52600
-1,0,237.0,14,52700
-1,0,251.0,14,52800
-1,0,265.0,14,52900
-1,0,251.0,14,53000
-1,0,265.0,14,53100
-1,0,251.0,14,53200
-1,0,251.0,14,53300
-1,0,258.0,14,53400
-1,0,272.0,14,53500
-1,0,279.0,14,53600
-1,0,286.0,14,53700
-1,0,286.0,14,53800
-1,0,286.0,14,53900
-1,0,293.0,14,54000
-1,0,293.0,14,54100
-1,0,293.0,14,54200
-1,0,293.0,14,54300
-1,0,286.0,14,54400
-1,0,286.0,14,54500
-1,0,293.0,14,54600
-1,0,293.0,14,54700
-1,0,272.0,14,54800
-1,0,279.0,14,54900
-1,0,279.0,14,55000
-1,0,286.0,14,55100
-1,0,279.0,14,55200
-1,0,286.0,14,55300
-1,0,286.0,14,55400
-1,0,279.0,14,55500
-1,0,279.0,14,55600
-1,0,272.0,14,55700
-1,0,265.0,14,55800
-1,0,265.0,14,55900
-1,0,251.0,14,56000
-1,0,251.0,14,56100
-1,0,244.0,14,56200
-1,0,244.0,14,56300
-1,0,251.0,14,56400
-1,1,166.0,20,56500
-1,0,276.0,20,56600
-1,0,206.0,20,56700
-1,0,266.0,20,56800
-1,0,266.0,20,56900
-1,0,266.0,20,57000
-1,0,276.0,20,57100
-1,0,276.0,20,57200
-1,0,276.0,20,57300
-1,0,276.0,20,57400
-1,0,276.0,20,57500
-1,0,286.0,20,57600
-1,0,286.0,20,57700
-1,0,276.0,20,57800
-1,0,206.0,20,57900
-1,0,276.0,20,58000
-1,0,276.0,20,58100
-1,0,276.0,20,58200
-1,0,286.0,20,58300
-1,0,296.0,20,58400
-1,0,286.0,20,58500
-1,0,256.0,20,58600
-1,0,266.0,20,58700
-1,0,256.0,20,58800
-1,0,246.0,20,58900
-1,0,236.0,20,59000
-1,0,226.0,20,59100
-1,0,226.0,20,59200
-1,0,236.0,20,59300
-1,0,226.0,20,59400
-1,0,246.0,20,59500
-1,0,266.0,20,59600
-1,0,246.0,20,59700
-1,0,256.0,20,59800
-1,0,276.0,20,59900
-1,0,286.0,20,60000
-1,0,276.0,20,60100
-1,0,286.0,20,60200
-1,0,296.0,20,60300
-1,0,296.0,20,60400
-1,0,286.0,20,60500
-1,0,286.0,20,60600
-1,0,276.0,20,60700
-1,0,286.0,20,60800
-1,0,286.0,20,60900
-1,0,286.0,20,61000
-1,0,286.0,20,61100
-1,0,226.0,20,61200
-1,0,286.0,20,61300
-1,1,365.0,14,61400
-1,0,316.0,14,61500
-1,0,323.0,14,61600
-1,0,316.0,14,61700
-1,0,316.0,14,61800
-1,0,309.0,14,61900
-1,0,309.0,14,62000
-1,0,316.0,14,62100
-1,0,309.0,14,62200
-1,0,323.0,14,62300
-1,0,323.0,14,62400
-1,0,323.0,14,62500
-1,0,316.0,14,62600
-1,0,316.0,14,62700
-1,0,323.0,14,62800
-1,0,316.0,14,62900
-1,0,316.0,14,63000
-1,0,323.0,14,63100
-1,0,323.0,14,63200
-1,0,323.0,14,63300
-1,0,323.0,14,63400
-1,0,316.0,14,63500
-1,0,316.0,14,63600
-1,0,323.0,14,63700
-1,0,323.0,14,63800
-1,0,323.0,14,63900
-1,0,323.0,14,64000
-1,0,323.0,14,64100
-1,0,330.0,14,64200
-1,0,316.0,14,64300
-1,0,316.0,14,64400
-1,0,316.0,14,64500
-1,0,323.0,14,64600
-1,0,330.0,14,64700
-1,0,316.0,14,64800
-1,0,323.0,14,64900
-1,0,330.0,14,65000
-1,0,323.0,14,65100
-1,0,316.0,14,65200
-1,0,309.0,14,65300
-1,0,267.0,14,65400
-1,0,316.0,14,65500
-1,0,316.0,14,65600
-1,0,316.0,14,65700
-1,0,302.0,14,65800
-1,0,309.0,14,65900
-1,0,309.0,14,66000
-1,1,334.0,6,66100
-1,0,325.0,6,66200
-1,0,313.0,6,66300
-1,0,310.0,6,66400
-1,0,307.0,6,66500
-1,0,301.0,6,66600
-1,0,301.0,6,66700
-1,0,301.0,6,66800
-1,0,301.0,6,66900
-1,0,301.0,6,67000
-1,0,295.0,6,67100
-1,0,295.0,6,67200
-1,0,295.0,6,67300
-1,0,298.0,6,67400
-1,0,292.0,6,67500
-1,0,295.0,6,67600
-1,0,298.0,6,67700
-1,0,295.0,6,67800
-1,0,292.0,6,67900
-1,0,295.0,6,68000
-1,0,295.0,6,68100
-1,0,292.0,6,68200
-1,0,292.0,6,68300
-1,0,292.0,6,68400
-1,0,295.0,6,68500
-1,0,295.0,6,68600
-1,0,298.0,6,68700
-1,0,301.0,6,68800
-1,0,301.0,6,68900
-1,0,298.0,6,69000
-1,0,298.0,6,69100
-1,0,295.0,6,69200
-1,0,292.0,6,69300
-1,0,292.0,6,69400
-1,0,292.0,6,69500
-1,0,295.0,6,69600
-1,0,298.0,6,69700
-1,0,298.0,6,69800
-1,0,301.0,6,69900
-1,0,301.0,6,70000
-1,0,304.0,6,70100
-1,0,307.0,6,70200
-1,0,301.0,6,70300
-1,0,301.0,6,70400
-1,0,277.0,6,70500
-1,0,295.0,6,70600
-1,0,295.0,6,70700
-1,0,295.0,6,70800
-1,0,289.0,6,70900
-1,0,289.0,6,71000
-1,0,289.0,6,71100
-1,0,292.0,6,71200
-1,0,292.0,6,71300
-1,0,295.0,6,71400
-1,0,298.0,6,71500
-1,0,301.0,6,71600
-1,0,301.0,6,71700
-1,0,301.0,6,71800
-1,0,301.0,6,71900
-1,0,304.0,6,72000
-1,0,301.0,6,72100
-1,0,301.0,6,72200
-1,0,301.0,6,72300
-1,0,304.0,6,72400
-1,0,304.0,6,72500
-1,0,310.0,6,72600
-1,0,310.0,6,72700
-1,0,310.0,6,72800
-1,0,310.0,6,72900
-1,0,307.0,6,73000
-1,0,307.0,6,73100
-1,0,310.0,6,73200
-1,0,307.0,6,73300
-1,0,307.0,6,73400
-1,0,307.0,6,73500
-1,0,307.0,6,73600
-1,0,310.0,6,73700
-1,0,310.0,6,73800
-1,0,307.0,6,73900
-1,0,304.0,6,74000
-1,0,328.0,6,74100
-1,0,313.0,6,74200
-1,0,313.0,6,74300
-1,0,319.0,6,74400
-1,0,334.0,6,74500
-1,0,319.0,6,74600
-1,0,316.0,6,74700
-1,0,319.0,6,74800
-1,0,316.0,6,74900
-1,0,337.0,6,75000
-1,0,313.0,6,75100
-1,0,310.0,6,75200
-1,0,313.0,6,75300
-1,0,313.0,6,75400
-1,0,313.0,6,75500
-1,0,310.0,6,75600
-1,0,310.0,6,75700
-1,0,307.0,6,75800
-1,0,310.0,6,75900
-1,0,310.0,6,76000
-1,0,310.0,6,76100
-1,0,307.0,6,76200
-1,0,310.0,6,76300
-1,0,310.0,6,76400
-1,0,310.0,6,76500
-1,0,313.0,6,76600
-1,0,313.0,6,76700
-1,0,316.0,6,76800
-1,0,313.0,6,76900
-1,0,316.0,6,77000
-1,0,331.0,6,77100
-1,0,334.0,6,77200
-1,0,319.0,6,77300
-1,0,313.0,6,77400
-1,0,310.0,6,77500
-1,0,307.0,6,77600
-1,0,310.0,6,77700
-1,0,319.0,6,77800
-1,0,322.0,6,77900
-1,0,325.0,6,78000
-1,0,319.0,6,78100
-1,0,316.0,6,78200
-1,0,319.0,6,78300
-1,0,319.0,6,78400
-1,1,313.0,-3,78500
-1,0,323.5,-3,78600
-1,0,323.5,-3,78700
-1,0,323.5,-3,78800
-1,0,323.5,-3,78900
-1,0,322.0,-3,79000
-1,0,323.5,-3,79100
-1,0,320.5,-3,79200
-1,0,320.5,-3,79300
-1,0,319.0,-3,79400
-1,0,319.0,-3,79500
-1,0,319.0,-3,79600
-1,0,320.5,-3,79700
-1,0,320.5,-3,79800
-1,0,319.0,-3,79900
-1,0,320.5,-3,80000
-1,0,320.5,-3,80100
-1,1,274.0,-15,80200
-1,0,319.0,-15,80300
-1,0,326.5,-15,80400
-1,1,350.5,-9,80500
-1,0,323.5,-9,80600
-1,0,319.0,-9,80700
-1,1,337.0,0,80800
-1,0,337.0,0,80900
-1,0,337.0,0,81000
-1,0,337.0,0,81100
-1,0,337.0,0,81200
-1,0,337.0,0,81300
-1,0,337.0,0,81400
-1,0,337.0,0,81500
-1,0,337.0,0,81600
-1,0,337.0,0,81700
-1,0,337.0,0,81800
-1,0,337.0,0,81900
-1,0,337.0,0,82000
-1,0,337.0,0,82100
-1,0,337.0,0,82200
-1,0,337.0,0,82300
-1,0,337.0,0,82400
-1,0,337.0,0,82500
-1,0,337.0,0,82600
-1,0,337.0,0,82700
-1,0,337.0,0,82800
-1,0,337.0,0,82900
-1,0,337.0,0,83000
-1,0,337.0,0,83100
-1,0,337.0,0,83200
-1,0,337.0,0,83300
-1,0,337.0,0,83400
-1,0,337.0,0,83500
-1,0,337.0,0,83600
-1,0,337.0,0,83700
-1,0,337.0,0,83800
-1,0,337.0,0,83900
-1,0,337.0,0,84000
-1,0,337.0,0,84100
-1,0,337.0,0,84200
-1,0,337.0,0,84300
-1,0,337.0,0,84400
-1,0,337.0,0,84500
-1,1,319.0,-6,84600
-1,0,343.0,-6,84700
-1,0,346.0,-6,84800
-1,0,346.0,-6,84900
-1,0,352.0,-6,85000
-1,0,355.0,-6,85100
-1,0,358.0,-6,85200
-1,0,355.0,-6,85300
-1,0,358.0,-6,85400
-1,0,358.0,-6,85500
-1,0,352.0,-6,85600
-1,0,355.0,-6,85700
-1,0,370.0,-6,85800
-1,0,358.0,-6,85900
-1,0,337.0,-6,86000
-1,0,355.0,-6,86100
-1,0,355.0,-6,86200
-1,0,355.0,-6,86300
-1,0,355.0,-6,86400
-1,0,361.0,-6,86500
-1,0,358.0,-6,86600
-1,0,343.0,-6,86700
-1,0,358.0,-6,86800
-1,0,358.0,-6,86900
-1,0,355.0,-6,87000
-1,0,361.0,-6,87100
-1,1,310.0,-15,87200
-1,0,347.5,-15,87300
-1,0,355.0,-15,87400
-1,0,347.5,-15,87500
-1,0,310.0,-15,87600
-1,0,355.0,-15,87700
-1,0,362.5,-15,87800
-1,0,370.0,-15,87900
-1,0,370.0,-15,88000
-1,0,377.5,-15,88100
-1,0,370.0,-15,88200
-1,0,377.5,-15,88300
-1,0,377.5,-15,88400
-1,0,370.0,-15,88500
-1,1,405.0,-10,88600
-1,0,370.0,-10,88700
-1,0,375.0,-10,88800
-1,0,375.0,-10,88900
-1,0,375.0,-10,89000
-1,0,375.0,-10,89100
-1,0,385.0,-10,89200
-1,0,385.0,-10,89300
-1,0,385.0,-10,89400
-1,0,390.0,-10,89500
-1,0,385.0,-10,89600
-1,0,390.0,-10,89700
-1,0,395.0,-10,89800
-1,0,400.0,-10,89900
-1,0,400.0,-10,90000
-1,0,405.0,-10,90100
-1,0,395.0,-10,90200
-1,0,395.0,-10,90300
-1,0,395.0,-10,90400
-1,0,400.0,-10,90500
-1,0,400.0,-10,90600
-1,0,400.0,-10,90700
-1,0,400.0,-10,90800
-1,0,400.0,-10,90900
-1,1,422.5,-5,91000
-1,0,397.5,-5,91100
-1,0,397.5,-5,91200
-1,0,402.5,-5,91300
-1,0,410.0,-5,91400
-1,0,410.0,-5,91500
-1,0,400.0,-5,91600
-1,0,407.5,-5,91700
-1,0,407.5,-5,91800
-1,0,390.0,-5,91900
-1,0,407.5,-5,92000
-1,0,405.0,-5,92100
-1,0,405.0,-5,92200
-1,0,412.5,-5,92300
-1,0,410.0,-5,92400
-1,0,407.5,-5,92500
-1,0,410.0,-5,92600
-1,0,407.5,-5,92700
-1,0,407.5,-5,92800
-1,0,407.5,-5,92900
-1,0,407.5,-5,93000
-1,0,410.0,-5,93100
-1,0,407.5,-5,93200
-1,0,412.5,-5,93300
-1,0,410.0,-5,93400
-1,0,400.0,-5,93500
-1,0,417.5,-5,93600
-1,0,417.5,-5,93700
-1,0,417.5,-5,93800
-1,0,417.5,-5,93900
-1,1,373.0,-14,94000
-1,0,422.0,-14,94100
-1,0,408.0,-14,94200
-1,0,408.0,-14,94300
-1,0,408.0,-14,94400
-1,0,408.0,-14,94500
-1,0,394.0,-14,94600
-1,0,387.0,-14,94700
-1,0,373.0,-14,94800
-1,0,380.0,-14,94900
-1,0,366.0,-14,95000
-1,0,359.0,-14,95100
-1,0,366.0,-14,95200
-1,0,359.0,-14,95300
-1,0,352.0,-14,95400
-1,0,352.0,-14,95500
-1,0,352.0,-14,95600
-1,0,338.0,-14,95700
-1,1,371.5,-5,95800
-1,0,349.0,-5,95900
